satellite_1,satellite_2,distance_km,relative_speed_km_s,altitude_diff_km,inclination_diff_deg,object_type_risk,time_to_event_hours,collision_occurred,collision_probability
DEBRIS_A,Hubble,2.353,10.681,137,23.2,0.8,112.06485728829557,0,0.3947
Cosmos-1408 Debris,Iridium-33 Debris,9.706,3.468,365,3.8,0.9,107.6359274813242,0,0.99
GPS-79,Cosmos-1408 Debris,32.927,7.596,19785,27.6,0.9,75.5458216884559,0,0.99
ISS,Hubble,9.331,3.596,139,23.2,0.2,51.00628258350964,0,0.9818
ISS,DEBRIS_B,32.055,12.374,140,23.2,0.8,121.2770487012144,0,0.99
Cosmos-1408 Debris,Hubble,4.848,10.634,132,54.1,0.9,10.62558747031128,0,0.7377
Hubble,DEBRIS_B,1.612,5.467,1,0.0,0.8,45.49903278396184,0,0.6826
Tiangong,Envisat,7.106,14.465,393,57.1,0.2,15.091711167843695,0,0.4046
DEBRIS_A,Tiangong,16.898,2.173,21,10.2,0.8,42.78544933140599,0,0.99
Starlink-1001,DEBRIS_B,5.308,1.67,2,24.5,0.8,131.36822665561468,0,0.9771
Tiangong,Starlink-1001,3.515,5.594,161,11.5,0.2,62.19164568024696,0,0.6176
ISS,DEBRIS_B,3.574,9.895,140,23.2,0.8,79.39611491896463,0,0.6031
Hubble,Envisat,2.203,9.809,235,70.1,0.2,124.11051322041833,0,0.1914
Hubble,Starlink-1001,0.659,10.036,3,24.5,0.2,138.33365326689852,0,0.0927
Tiangong,Hubble,36.298,12.59,158,13.0,0.2,119.20540017397293,0,0.99
Iridium-33 Debris,Envisat,0.15,7.015,2,12.1,0.9,161.87152254502607,0,0.4428
Iridium-33 Debris,Hubble,2.012,0.353,233,57.9,0.9,129.4095637540164,0,0.9371
Cosmos-1408 Debris,DEBRIS_B,3.79,9.664,133,54.1,0.9,95.91207184960896,0,0.6891
GPS-79,Starlink-1001,22.932,11.728,19650,2.0,0.2,76.99748793669964,0,0.99
DEBRIS_A,Envisat,9.927,11.237,372,46.9,0.8,79.65267018801524,0,0.9605
GPS-79,Envisat,12.359,11.676,19418,43.5,0.2,34.51634507955248,0,0.9559
Cosmos-1408 Debris,Iridium-33 Debris,4.849,14.727,365,3.8,0.9,88.62782387567157,0,0.4518
Starlink-1001,Iridium-33 Debris,18.451,1.027,230,33.4,0.9,24.83218113443912,0,0.99
GPS-79,DEBRIS_B,21.475,5.379,19652,26.5,0.8,159.44905386126229,0,0.99
ISS,Hubble,8.506,0.754,139,23.2,0.2,27.929388031804184,0,0.9882
DEBRIS_B,GPS-79,16.143,1.723,19652,26.5,0.8,106.9748387898882,0,0.99
DEBRIS_B,GPS-79,1.138,9.373,19652,26.5,0.8,164.83975879238926,0,0.3446
GPS-79,DEBRIS_B,11.055,14.662,19652,26.5,0.8,127.25238377787228,0,0.9387
Starlink-1001,Iridium-33 Debris,2.664,8.52,230,33.4,0.9,129.65615835330823,0,0.6401
Hubble,ISS,15.092,3.409,139,23.2,0.2,54.108391263838215,0,0.99
DEBRIS_B,Cosmos-1408 Debris,9.835,9.97,133,54.1,0.9,19.99659050212965,0,0.9765
Cosmos-1408 Debris,Iridium-33 Debris,10.784,7.275,365,3.8,0.9,106.79098810623384,0,0.99
DEBRIS_A,Starlink-1001,6.627,11.834,140,1.4,0.8,42.24313224974021,0,0.7963
Tiangong,GPS-79,31.477,14.618,19811,13.5,0.2,4.720471185075727,0,0.99
Tiangong,Hubble,4.979,14.262,158,13.0,0.2,97.7543829928856,0,0.1996
DEBRIS_B,ISS,6.532,13.422,140,23.2,0.8,159.01004855795307,0,0.6984
ISS,DEBRIS_B,3.435,8.908,140,23.2,0.8,31.35221723278712,0,0.6559
DEBRIS_A,Iridium-33 Debris,31.741,6.954,370,34.8,0.9,16.05940634493912,0,0.99
Envisat,ISS,9.335,0.777,374,46.9,0.2,48.7959016136513,0,0.99
Cosmos-1408 Debris,Hubble,0.843,14.599,132,54.1,0.9,38.06644311681992,0,0.1036
ISS,Envisat,51.099,3.442,374,46.9,0.2,111.42562350379463,0,0.99
Hubble,ISS,18.704,12.27,139,23.2,0.2,30.59298518633359,0,0.99
Hubble,Starlink-1001,1.226,8.213,3,24.5,0.2,119.19496710055115,0,0.1898
GPS-79,Cosmos-1408 Debris,2.088,8.445,19785,27.6,0.9,131.18487815243128,0,0.577
GPS-79,Iridium-33 Debris,1.551,12.072,19420,31.4,0.9,20.58891999663839,0,0.26
Cosmos-1408 Debris,Tiangong,3.258,5.246,26,41.1,0.9,56.4489952719066,0,0.8648
Starlink-1001,GPS-79,44.088,7.494,19650,2.0,0.2,63.9889234871553,0,0.99
Envisat,Tiangong,23.959,9.277,393,57.1,0.2,141.68639146822196,0,0.99
DEBRIS_A,GPS-79,51.185,0.87,19790,3.4,0.8,84.85518095533027,0,0.99
Starlink-1001,ISS,30.07,2.443,142,1.4,0.2,52.11338156120777,0,0.99
Cosmos-1408 Debris,DEBRIS_A,14.707,8.619,5,30.9,0.9,139.93222026275072,0,0.99
DEBRIS_A,GPS-79,5.496,5.359,19790,3.4,0.8,104.41500219542954,0,0.9394
Envisat,Tiangong,5.048,6.548,393,57.1,0.2,115.18602799295726,0,0.723
Hubble,Tiangong,15.007,3.065,158,13.0,0.2,70.33825578277283,0,0.99
Hubble,Envisat,1.048,7.829,235,70.1,0.2,30.215330109850136,0,0.194
Envisat,Hubble,8.242,5.263,235,70.1,0.2,66.85911835902697,0,0.9499
Tiangong,Envisat,51.884,9.094,393,57.1,0.2,13.024852520207839,0,0.99
Envisat,Starlink-1001,1.449,8.345,232,45.5,0.2,107.82999749211282,0,0.2012
Tiangong,Iridium-33 Debris,14.124,4.762,391,44.9,0.9,45.617061006986646,0,0.99
DEBRIS_A,Envisat,3.595,14.092,372,46.9,0.8,1.2219294966907581,0,0.3036
Envisat,Hubble,7.307,14.05,235,70.1,0.2,91.1001335739917,0,0.4597
GPS-79,DEBRIS_B,16.742,14.657,19652,26.5,0.8,17.20785163656609,0,0.99
Tiangong,DEBRIS_A,8.538,3.955,21,10.2,0.8,73.03631726120977,0,0.99
Iridium-33 Debris,Starlink-1001,18.103,3.14,230,33.4,0.9,109.90560810385263,0,0.99
Tiangong,Hubble,4.267,1.032,158,13.0,0.2,77.15611273660613,0,0.9024
Tiangong,DEBRIS_A,25.973,13.997,21,10.2,0.8,91.48024091048984,0,0.99
Iridium-33 Debris,Tiangong,38.03,8.808,391,44.9,0.9,90.48593327263428,0,0.99
Envisat,Tiangong,7.949,13.118,393,57.1,0.2,107.21252070476764,0,0.608
DEBRIS_B,Envisat,8.155,7.551,234,70.1,0.8,131.9179061966693,0,0.9681
ISS,Envisat,39.282,1.67,374,46.9,0.2,128.44959824387718,0,0.99
DEBRIS_A,Hubble,23.163,14.144,137,23.2,0.8,125.48379777771125,0,0.99
GPS-79,Starlink-1001,12.091,3.898,19650,2.0,0.2,124.77092683390676,0,0.99
Envisat,Hubble,7.015,4.145,235,70.1,0.2,39.01646480958187,0,0.9348
Starlink-1001,Cosmos-1408 Debris,3.233,12.896,135,29.6,0.9,113.75835746516898,0,0.3887
Cosmos-1408 Debris,Iridium-33 Debris,2.622,10.137,365,3.8,0.9,30.19662163862524,0,0.5174
DEBRIS_B,Hubble,10.852,2.504,1,0.0,0.8,14.128773268044808,0,0.99
Iridium-33 Debris,DEBRIS_B,3.572,4.734,232,57.9,0.9,28.1277267902585,0,0.8971
Starlink-1001,ISS,8.035,11.333,142,1.4,0.2,146.41954794912002,0,0.7346
DEBRIS_B,GPS-79,11.868,8.674,19652,26.5,0.8,3.817553731854486,0,0.99
GPS-79,Cosmos-1408 Debris,7.46,13.446,19785,27.6,0.9,34.404720772687114,0,0.817
Starlink-1001,Cosmos-1408 Debris,9.644,8.454,135,29.6,0.9,105.61280206558916,0,0.9835
Hubble,Starlink-1001,27.804,7.328,3,24.5,0.2,56.116207661009746,0,0.99
Cosmos-1408 Debris,DEBRIS_B,9.935,0.299,133,54.1,0.9,68.89521779876947,0,0.99
Iridium-33 Debris,GPS-79,51.661,1.092,19420,31.4,0.9,108.95259345120684,0,0.99
DEBRIS_A,Hubble,0.657,6.751,137,23.2,0.8,11.853589687141742,0,0.4758
ISS,Starlink-1001,6.46,13.946,142,1.4,0.2,63.77213559259739,0,0.365
GPS-79,Iridium-33 Debris,1.032,11.521,19420,31.4,0.9,98.105511380096,0,0.2422
DEBRIS_A,GPS-79,14.532,11.16,19790,3.4,0.8,28.62302091591846,0,0.99
Cosmos-1408 Debris,Tiangong,28.718,8.171,26,41.1,0.9,127.41307833621232,0,0.99
DEBRIS_A,Cosmos-1408 Debris,30.447,10.893,5,30.9,0.9,125.31199234688157,0,0.99
DEBRIS_B,Envisat,23.862,4.152,234,70.1,0.8,116.34706308121166,0,0.99
Tiangong,Cosmos-1408 Debris,3.178,10.45,26,41.1,0.9,36.822351422352,0,0.5631
DEBRIS_A,ISS,3.119,1.417,2,0.0,0.8,117.45350830303204,0,0.939
Starlink-1001,Cosmos-1408 Debris,12.224,0.681,135,29.6,0.9,112.06367700021998,0,0.99
Cosmos-1408 Debris,Starlink-1001,1.486,11.245,135,29.6,0.9,136.5546167800451,0,0.3035
DEBRIS_B,Starlink-1001,0.086,7.041,2,24.5,0.8,95.99814993869441,1,0.3848
Tiangong,DEBRIS_B,0.207,1.295,159,13.0,0.8,52.51777022373566,0,0.7883
Tiangong,Iridium-33 Debris,10.75,0.18,391,44.9,0.9,157.6596675937824,0,0.99
Envisat,GPS-79,21.204,6.69,19418,43.5,0.2,118.87195630552856,0,0.99
Iridium-33 Debris,DEBRIS_B,3.567,14.935,232,57.9,0.9,164.82969673102642,0,0.2897
Iridium-33 Debris,DEBRIS_A,9.098,10.154,370,34.8,0.9,113.85755797107065,0,0.9645
DEBRIS_B,GPS-79,15.503,14.616,19652,26.5,0.8,11.819529909796195,0,0.99
Iridium-33 Debris,DEBRIS_B,13.003,6.848,232,57.9,0.9,159.39418394563648,0,0.99
Envisat,DEBRIS_A,48.632,8.085,372,46.9,0.8,82.1184167235981,0,0.99
Hubble,Tiangong,13.478,5.388,158,13.0,0.2,8.829012197057088,0,0.99
Envisat,DEBRIS_A,17.601,8.992,372,46.9,0.8,84.31456001622352,0,0.99
Cosmos-1408 Debris,Starlink-1001,17.626,9.085,135,29.6,0.9,104.02868371289296,0,0.99
Hubble,Starlink-1001,33.37,4.66,3,24.5,0.2,92.76017120511706,0,0.99
ISS,Tiangong,42.809,1.215,19,10.2,0.2,73.71688249057208,0,0.99
Envisat,Starlink-1001,3.484,9.496,232,45.5,0.2,36.98877010671613,0,0.3303
Hubble,Starlink-1001,24.834,2.289,3,24.5,0.2,57.63012010113137,0,0.99
ISS,Iridium-33 Debris,2.544,7.23,372,34.8,0.9,131.1553569143632,0,0.7116
Starlink-1001,Envisat,5.489,12.353,232,45.5,0.2,9.666728262858134,0,0.3632
Hubble,Envisat,72.005,9.997,235,70.1,0.2,33.55339574515593,0,0.99
Tiangong,GPS-79,10.082,11.15,19811,13.5,0.2,82.80234697947866,0,0.8905
DEBRIS_B,Iridium-33 Debris,5.968,6.864,232,57.9,0.9,128.11484436151042,0,0.9385
Envisat,Starlink-1001,10.089,9.707,232,45.5,0.2,38.687907261420136,0,0.9264
GPS-79,DEBRIS_B,3.702,2.824,19652,26.5,0.8,138.736868767036,0,0.9311
Iridium-33 Debris,Hubble,23.972,5.574,233,57.9,0.9,14.71019095303823,0,0.99
Envisat,DEBRIS_A,31.081,3.82,372,46.9,0.8,44.29922948037408,0,0.99
GPS-79,Hubble,9.196,5.333,19653,26.5,0.2,15.845078758553068,0,0.9676
Cosmos-1408 Debris,ISS,13.372,0.196,7,30.9,0.9,129.80548443273193,0,0.99
Hubble,Tiangong,18.471,7.188,158,13.0,0.2,113.3317015395675,0,0.99
DEBRIS_B,DEBRIS_A,10.436,0.849,138,23.2,0.8,5.961649690979978,0,0.99
Starlink-1001,Iridium-33 Debris,8.941,3.638,230,33.4,0.9,8.430253283590808,0,0.99
Iridium-33 Debris,Starlink-1001,3.344,0.927,230,33.4,0.9,95.54525645948311,0,0.9606
Cosmos-1408 Debris,Envisat,7.349,1.086,367,16.0,0.9,3.316206024055363,0,0.99
DEBRIS_A,Starlink-1001,0.458,14.426,140,1.4,0.8,112.23502153506656,0,0.076
GPS-79,Iridium-33 Debris,28.269,14.213,19420,31.4,0.9,148.66717426115912,0,0.99
DEBRIS_A,Iridium-33 Debris,17.003,8.191,370,34.8,0.9,58.34215543158034,0,0.99
Iridium-33 Debris,Envisat,26.988,14.039,2,12.1,0.9,31.28458278967067,0,0.99
Iridium-33 Debris,DEBRIS_B,6.265,6.787,232,57.9,0.9,153.43176704276252,0,0.9477
DEBRIS_B,Iridium-33 Debris,35.207,12.279,232,57.9,0.9,127.20837845789922,0,0.99
Envisat,GPS-79,29.083,5.416,19418,43.5,0.2,127.2782803911755,0,0.99
Hubble,Iridium-33 Debris,6.281,6.506,233,57.9,0.9,139.61636582014597,0,0.952
Envisat,Hubble,44.906,2.143,235,70.1,0.2,123.31897766174669,0,0.99
Cosmos-1408 Debris,Hubble,6.323,11.022,132,54.1,0.9,110.68924149438688,0,0.8396
ISS,DEBRIS_A,5.936,0.261,2,0.0,0.8,138.87792535674686,0,0.9889
Cosmos-1408 Debris,GPS-79,1.044,8.963,19785,27.6,0.9,124.15571509063618,0,0.4093
Cosmos-1408 Debris,GPS-79,61.627,3.969,19785,27.6,0.9,162.91659794678034,0,0.99
DEBRIS_A,Hubble,3.693,14.843,137,23.2,0.8,96.54793131094334,0,0.2678
Envisat,Cosmos-1408 Debris,0.798,8.404,367,16.0,0.9,26.298412723982125,0,0.4201
Envisat,DEBRIS_A,2.255,8.689,372,46.9,0.8,128.02025843170435,0,0.5302
Envisat,DEBRIS_B,8.191,9.065,234,70.1,0.8,157.44059185201377,0,0.9515
DEBRIS_A,Envisat,18.816,1.12,372,46.9,0.8,70.22628859767342,0,0.99
Starlink-1001,GPS-79,3.949,10.252,19650,2.0,0.2,157.95675781122466,0,0.3316
Cosmos-1408 Debris,Envisat,6.575,6.256,367,16.0,0.9,113.57066912497396,0,0.9612
DEBRIS_B,Envisat,10.956,10.681,234,70.1,0.8,16.17290829158431,0,0.9796
GPS-79,Cosmos-1408 Debris,9.371,5.756,19785,27.6,0.9,53.25491698866253,0,0.99
Cosmos-1408 Debris,Envisat,8.802,13.415,367,16.0,0.9,110.58743179029896,0,0.8981
DEBRIS_A,Hubble,10.412,6.563,137,23.2,0.8,41.991567078732345,0,0.99
ISS,Envisat,0.096,14.677,374,46.9,0.2,162.2489565287356,1,0.0188
GPS-79,DEBRIS_B,7.225,9.328,19652,26.5,0.8,76.39428963718407,0,0.9179
GPS-79,DEBRIS_A,41.838,2.8,19790,3.4,0.8,104.66029640396931,0,0.99
Hubble,DEBRIS_B,12.501,6.69,1,0.0,0.8,133.95173908597428,0,0.99
Hubble,Cosmos-1408 Debris,13.836,2.529,132,54.1,0.9,39.357174676325464,0,0.99
Hubble,Envisat,39.242,3.284,235,70.1,0.2,70.61868403826789,0,0.99
GPS-79,ISS,23.223,4.666,19792,3.4,0.2,6.85931870525007,0,0.99
Tiangong,ISS,4.751,13.573,19,10.2,0.2,63.01581884818851,0,0.2148
Hubble,Starlink-1001,1.503,6.806,3,24.5,0.2,56.75857343809405,0,0.2911
DEBRIS_A,Hubble,19.503,7.317,137,23.2,0.8,116.58995301482844,0,0.99
ISS,Envisat,11.892,11.035,374,46.9,0.2,58.28721577319835,0,0.9541
DEBRIS_A,Hubble,17.918,2.982,137,23.2,0.8,107.80860240292466,0,0.99
Starlink-1001,Iridium-33 Debris,15.666,13.139,230,33.4,0.9,132.82839367461398,0,0.99
Envisat,Iridium-33 Debris,11.491,1.322,2,12.1,0.9,5.96629947156546,0,0.99
Iridium-33 Debris,ISS,16.157,8.709,372,34.8,0.9,145.51844946893843,0,0.99
ISS,GPS-79,6.014,8.507,19792,3.4,0.2,142.911463253738,0,0.7015
Cosmos-1408 Debris,Starlink-1001,13.865,7.902,135,29.6,0.9,42.67677324369039,0,0.99
Tiangong,Iridium-33 Debris,4.376,12.997,391,44.9,0.9,17.36727122324034,0,0.5222
ISS,DEBRIS_A,33.052,14.165,2,0.0,0.8,128.68269568754135,0,0.99
Hubble,DEBRIS_B,17.682,3.577,1,0.0,0.8,105.09293553535281,0,0.99
Hubble,Cosmos-1408 Debris,18.129,1.79,132,54.1,0.9,167.48105780115276,0,0.99
Hubble,Iridium-33 Debris,1.277,3.953,233,57.9,0.9,4.7763912338583925,0,0.7777
GPS-79,DEBRIS_A,50.416,0.851,19790,3.4,0.8,149.59552747159918,0,0.99
ISS,Hubble,37.382,6.158,139,23.2,0.2,24.156956916173442,0,0.99
Hubble,Starlink-1001,16.922,10.227,3,24.5,0.2,158.92074773298734,0,0.99
DEBRIS_A,Starlink-1001,2.051,6.691,140,1.4,0.8,7.230697764171917,0,0.6497
Hubble,Starlink-1001,37.588,9.782,3,24.5,0.2,17.46658788507516,0,0.99
Starlink-1001,Iridium-33 Debris,5.845,8.36,230,33.4,0.9,24.985711886476608,0,0.9016
Starlink-1001,DEBRIS_A,1.333,8.278,140,1.4,0.8,63.89848735828976,0,0.446
GPS-79,Starlink-1001,2.92,14.811,19650,2.0,0.2,74.66498720462127,0,0.0702
Tiangong,Iridium-33 Debris,5.474,6.1,391,44.9,0.9,113.01396940290569,0,0.9374
Starlink-1001,DEBRIS_B,12.959,10.432,2,24.5,0.8,117.73267024462842,0,0.99
Tiangong,ISS,22.736,10.138,19,10.2,0.2,128.96305365617945,0,0.99
ISS,Tiangong,1.715,7.23,19,10.2,0.2,98.41615006439538,0,0.2867
Starlink-1001,ISS,3.994,9.603,142,1.4,0.2,137.78933359514352,0,0.3813
Envisat,Iridium-33 Debris,2.507,14.658,2,12.1,0.9,91.56725691041024,0,0.2069
DEBRIS_A,Starlink-1001,18.147,8.391,140,1.4,0.8,60.312563610008,0,0.99
Hubble,Starlink-1001,5.415,14.502,3,24.5,0.2,105.5612692957957,0,0.2239
Iridium-33 Debris,Tiangong,23.411,4.838,391,44.9,0.9,97.43686279393084,0,0.99
Envisat,Tiangong,0.946,7.54,393,57.1,0.2,17.954032224767342,0,0.1996
Iridium-33 Debris,DEBRIS_A,8.752,9.759,370,34.8,0.9,10.416832112959222,0,0.9626
Cosmos-1408 Debris,Hubble,2.986,4.011,132,54.1,0.9,88.29088851342783,0,0.8899
Tiangong,DEBRIS_B,2.663,11.042,159,13.0,0.8,35.16271406954166,0,0.4058
Iridium-33 Debris,Hubble,1.858,3.888,233,57.9,0.9,49.70906454483289,0,0.8267
Tiangong,ISS,30.596,5.636,19,10.2,0.2,103.25776124771927,0,0.99
Tiangong,Iridium-33 Debris,22.95,4.228,391,44.9,0.9,158.0737804689904,0,0.99
Hubble,DEBRIS_B,10.894,8.752,1,0.0,0.8,157.24386398093313,0,0.9881
GPS-79,Tiangong,1.351,12.234,19811,13.5,0.2,47.16820495338216,0,0.0695
Hubble,ISS,3.148,6.944,139,23.2,0.2,126.3824086533656,0,0.4727
DEBRIS_A,GPS-79,4.607,7.603,19790,3.4,0.8,11.535505251079433,0,0.8352
DEBRIS_A,Tiangong,30.182,2.553,21,10.2,0.8,69.79947734787966,0,0.99
Cosmos-1408 Debris,DEBRIS_B,23.249,4.322,133,54.1,0.9,140.67212893944324,0,0.99
Cosmos-1408 Debris,Tiangong,13.67,5.838,26,41.1,0.9,143.621890260396,0,0.99
GPS-79,ISS,0.392,8.344,19792,3.4,0.2,87.4834549593515,0,0.1293
Starlink-1001,Tiangong,22.563,12.353,161,11.5,0.2,151.67403999924102,0,0.99
Envisat,DEBRIS_A,5.278,1.25,372,46.9,0.8,28.62403959347972,0,0.9794
Tiangong,Starlink-1001,39.477,1.458,161,11.5,0.2,48.102699620184886,0,0.99
Envisat,Starlink-1001,2.923,1.567,232,45.5,0.2,160.73336085002182,0,0.8009
Starlink-1001,Hubble,0.785,9.301,3,24.5,0.2,34.986836379467995,0,0.1194
GPS-79,ISS,15.639,12.672,19792,3.4,0.2,54.654537180875074,0,0.9881
Starlink-1001,Tiangong,14.212,0.348,161,11.5,0.2,32.80247026168522,0,0.99
GPS-79,Iridium-33 Debris,47.267,13.363,19420,31.4,0.9,109.61699111995053,0,0.99
ISS,Starlink-1001,76.945,0.265,142,1.4,0.2,122.6961228108626,0,0.99
Hubble,Cosmos-1408 Debris,5.411,10.99,132,54.1,0.9,117.75181502362788,0,0.77
DEBRIS_B,GPS-79,12.67,3.231,19652,26.5,0.8,124.72736675915895,0,0.99
Iridium-33 Debris,ISS,17.809,8.554,372,34.8,0.9,133.78930202772742,0,0.99
Cosmos-1408 Debris,Starlink-1001,8.148,9.03,135,29.6,0.9,86.35154889064968,0,0.9595
Cosmos-1408 Debris,Envisat,0.364,8.814,367,16.0,0.9,158.1735244772684,0,0.3402
GPS-79,DEBRIS_A,7.848,7.869,19790,3.4,0.8,150.6348851569468,0,0.9594
Tiangong,GPS-79,13.63,12.171,19811,13.5,0.2,72.24215770732934,0,0.9724
Cosmos-1408 Debris,Iridium-33 Debris,3.322,3.778,365,3.8,0.9,51.54715394603901,0,0.9111
Envisat,Tiangong,22.22,10.752,393,57.1,0.2,97.31034685644097,0,0.99
Hubble,Starlink-1001,40.491,0.4,3,24.5,0.2,25.920284155669,0,0.99
GPS-79,ISS,40.267,14.955,19792,3.4,0.2,121.01443769030486,0,0.99
Cosmos-1408 Debris,DEBRIS_B,3.739,2.158,133,54.1,0.9,144.34486410891728,0,0.9536
GPS-79,DEBRIS_A,7.932,3.224,19790,3.4,0.8,164.06459581591562,0,0.99
Tiangong,Cosmos-1408 Debris,2.462,2.363,26,41.1,0.9,55.264913365825564,0,0.9107
GPS-79,Cosmos-1408 Debris,3.476,7.616,19785,27.6,0.9,52.51665676995683,0,0.7778
ISS,DEBRIS_B,3.322,11.772,140,23.2,0.8,152.76352739597104,0,0.4327
Iridium-33 Debris,Tiangong,7.09,5.155,391,44.9,0.9,10.582219849939317,0,0.9781
Iridium-33 Debris,ISS,5.403,12.895,372,34.8,0.9,144.0290743843879,0,0.6532
DEBRIS_A,Hubble,10.415,9.721,137,23.2,0.8,85.82477162551575,0,0.98
ISS,Tiangong,1.32,10.272,19,10.2,0.2,39.66107671507777,0,0.117
Starlink-1001,Envisat,20.321,10.198,232,45.5,0.2,42.46364419709219,0,0.99
Cosmos-1408 Debris,Tiangong,7.253,2.607,26,41.1,0.9,140.5386441156911,0,0.99
Tiangong,GPS-79,9.728,11.917,19811,13.5,0.2,164.8504642127721,0,0.8441
ISS,Iridium-33 Debris,17.912,5.508,372,34.8,0.9,147.73103747876144,0,0.99
ISS,Iridium-33 Debris,6.457,12.951,372,34.8,0.9,39.23292511647119,0,0.7583
Tiangong,DEBRIS_B,0.867,3.909,159,13.0,0.8,88.6779366670026,0,0.7028
Cosmos-1408 Debris,Hubble,60.89,3.825,132,54.1,0.9,12.417826926467288,0,0.99
Hubble,Starlink-1001,3.267,12.322,3,24.5,0.2,109.02464042297355,0,0.1594
Iridium-33 Debris,GPS-79,20.578,4.742,19420,31.4,0.9,142.0852263903658,0,0.99
Starlink-1001,Envisat,29.716,1.671,232,45.5,0.2,93.08695568240252,0,0.99
Tiangong,Cosmos-1408 Debris,19.244,3.554,26,41.1,0.9,118.56397928598314,0,0.99
DEBRIS_A,Envisat,4.008,11.266,372,46.9,0.8,154.20548427140756,0,0.5559
GPS-79,Hubble,6.261,6.718,19653,26.5,0.2,113.53101928197297,0,0.8198
DEBRIS_A,Iridium-33 Debris,9.263,14.834,370,34.8,0.9,81.23466553948556,0,0.8788
Hubble,Cosmos-1408 Debris,29.229,1.551,132,54.1,0.9,118.69985826439834,0,0.99
ISS,Starlink-1001,72.218,14.276,142,1.4,0.2,23.105810795098243,0,0.99
Tiangong,Iridium-33 Debris,8.661,14.665,391,44.9,0.9,135.74064191034046,0,0.8496
Cosmos-1408 Debris,GPS-79,5.667,10.143,19785,27.6,0.9,141.860465691185,0,0.8307
DEBRIS_A,Iridium-33 Debris,21.462,0.737,370,34.8,0.9,145.275130337801,0,0.99
DEBRIS_A,Starlink-1001,2.773,12.824,140,1.4,0.8,2.32111768679886,0,0.2973
Tiangong,Iridium-33 Debris,3.333,4.334,391,44.9,0.9,48.617815334245726,0,0.8972
DEBRIS_B,DEBRIS_A,10.498,11.967,138,23.2,0.8,124.2568842607823,0,0.963
DEBRIS_A,DEBRIS_B,3.737,2.871,138,23.2,0.8,159.74245299996883,0,0.9313
Starlink-1001,GPS-79,10.508,12.454,19650,2.0,0.2,85.41699456388612,0,0.8719
DEBRIS_A,ISS,3.198,2.276,2,0.0,0.8,157.60096903348924,0,0.9253
GPS-79,Cosmos-1408 Debris,12.378,10.104,19785,27.6,0.9,155.6271596950688,0,0.99
Iridium-33 Debris,Hubble,2.128,3.031,233,57.9,0.9,39.97344693793957,0,0.876
Iridium-33 Debris,Starlink-1001,9.496,12.034,230,33.4,0.9,30.348636954306773,0,0.9497
GPS-79,Tiangong,5.699,0.931,19811,13.5,0.2,102.48756266392884,0,0.9512
Starlink-1001,Hubble,0.091,7.31,3,24.5,0.2,20.79324822045539,1,0.1484
Envisat,Hubble,18.813,3.679,235,70.1,0.2,74.60920783358794,0,0.99
Hubble,GPS-79,6.98,11.421,19653,26.5,0.2,56.988462698789355,0,0.6139
DEBRIS_B,GPS-79,10.373,3.327,19652,26.5,0.8,146.613886173082,0,0.99
Hubble,DEBRIS_A,26.525,2.936,137,23.2,0.8,154.10133736739448,0,0.99
Starlink-1001,Iridium-33 Debris,8.529,12.742,230,33.4,0.9,61.090573546368546,0,0.904
Hubble,Starlink-1001,7.539,0.864,3,24.5,0.2,67.57502594064856,0,0.9804
Starlink-1001,ISS,3.71,1.781,142,1.4,0.2,100.24126098164831,0,0.8482
GPS-79,Starlink-1001,47.245,6.464,19650,2.0,0.2,79.86934720213986,0,0.99
Hubble,DEBRIS_A,3.46,0.114,137,23.2,0.8,6.692602171810053,0,0.9643
GPS-79,Tiangong,13.754,10.996,19811,13.5,0.2,129.34045797770494,0,0.9816
ISS,DEBRIS_A,5.959,12.255,2,0.0,0.8,100.38874832172651,0,0.7116
Starlink-1001,Iridium-33 Debris,1.32,5.406,230,33.4,0.9,114.33654307072746,0,0.6981
Starlink-1001,GPS-79,5.063,7.819,19650,2.0,0.2,125.69189927782966,0,0.6424
Cosmos-1408 Debris,ISS,19.054,13.959,7,30.9,0.9,88.68202071239661,0,0.99
Cosmos-1408 Debris,Iridium-33 Debris,11.404,8.51,365,3.8,0.9,100.93791877414013,0,0.99
Tiangong,DEBRIS_A,1.942,10.845,21,10.2,0.8,30.957445271616606,0,0.3357
DEBRIS_B,GPS-79,2.199,10.947,19652,26.5,0.8,136.62749130270467,0,0.3579
ISS,Hubble,4.86,8.417,139,23.2,0.2,58.36169211570837,0,0.5757
Iridium-33 Debris,Hubble,0.561,7.174,233,57.9,0.9,56.568697897989004,0,0.4821
Iridium-33 Debris,Cosmos-1408 Debris,2.969,4.292,365,3.8,0.9,76.9268982848475,0,0.8805
Hubble,GPS-79,4.423,12.437,19653,26.5,0.2,63.56519908533111,0,0.2461
Tiangong,Iridium-33 Debris,1.883,0.773,391,44.9,0.9,73.62339105129497,0,0.9248
Cosmos-1408 Debris,GPS-79,12.928,8.607,19785,27.6,0.9,55.91444161607591,0,0.99
ISS,Envisat,75.007,13.041,374,46.9,0.2,94.90303214077231,0,0.99
Iridium-33 Debris,Envisat,9.867,11.391,2,12.1,0.9,47.434091904778555,0,0.965
Hubble,Envisat,11.858,3.821,235,70.1,0.2,57.73595461392087,0,0.99
ISS,Iridium-33 Debris,49.733,5.717,372,34.8,0.9,101.37947312650677,0,0.99
